20	945	0.68
20	242	0.84
20	406	0.74
20	665	0.27
20	537	0.46
20	827	0.26
20	956	0.03
21	353	0.03
21	619	0.87
21	466	0.72
21	526	0.36
21	497	0.29
21	562	0.34
21	693	0.43
21	666	0.96
22	896	0.11
22	449	0.27
22	35	0.21
22	741	0.18
22	774	0.06
22	665	0.70
23	865	0.96
23	919	0.54
23	875	0.29
23	556	0.41
23	110	0.82
23	115	0.75
23	852	0.85
23	694	0.48
23	791	0.30
23	219	0.77
24	833	0.02
24	963	0.90
24	617	0.78
24	410	0.40
24	479	0.00
25	481	0.08
25	995	0.09
25	676	0.37
25	934	0.17
25	938	0.51
25	883	0.83
25	84	0.02
25	566	0.54
25	280	0.53
26	360	0.13
26	363	0.53
26	51	0.40
26	510	0.84
26	982	0.50
26	889	0.63
26	27	0.59
26	702	0.27
27	360	0.33
27	889	0.24
27	510	0.25
27	702	0.54
28	907	0.41
28	45	0.59
28	93	0.83
28	411	0.45
28	92	0.41
28	285	0.45
29	384	0.35
29	263	0.31
29	123	0.76
29	423	0.05
29	200	0.74
29	60	0.61
29	395	0.61
29	308	0.77
29	149	0.22
29	376	0.85
29	121	0.85
29	891	0.77
29	135	0.71
30	800	0.87
30	48	0.56
30	39	0.16
30	951	0.80
30	428	0.22
30	621	0.90
30	157	0.38
30	528	0.08
30	81	0.05
30	370	0.78
30	181	0.96
30	214	0.24
30	921	0.86
30	952	0.64
30	985	0.06
30	442	0.51
30	221	0.42
30	222	0.21
31	97	0.90
31	738	0.78
31	804	0.04
31	710	0.58
31	614	0.02
31	488	0.11
31	407	0.17
31	622	0.98
31	338	0.63
31	563	0.36
31	500	0.12
31	439	0.21
32	311	0.54
32	327	0.95
32	675	0.44
32	964	0.93
32	358	0.65
32	743	0.41
32	679	0.28
32	337	0.94
32	116	0.03
32	855	0.17
32	345	0.85
32	65	0.07
32	511	0.30
33	454	0.50
33	422	0.46
33	105	0.15
33	814	0.36
33	816	0.51
33	759	0.07
33	892	0.31
34	107	0.12
34	336	0.93
34	834	0.97
34	643	0.37
34	901	0.26
34	487	0.46
34	809	0.61
34	651	0.50
34	560	0.09
34	819	0.58
34	920	0.86
34	313	0.04
35	896	0.35
35	449	0.89
35	741	0.14
35	945	0.99
35	242	0.14
35	344	0.08
35	665	0.52
36	355	0.85
36	790	0.93
36	469	0.85
36	598	0.09
36	249	0.51
36	316	0.80
36	638	0.58
37	196	0.19
37	332	0.20
37	589	0.47
37	54	0.37
37	471	0.05
37	548	0.80
37	507	0.04
38	640	0.47
38	544	0.85
38	482	0.63
38	259	0.30
38	256	0.27
38	391	0.87
38	682	0.17
38	811	0.39
38	942	0.41
38	284	0.20
39	800	0.34
39	705	0.98
39	633	0.31
39	183	0.65
39	157	0.95
39	912	0.75
39	81	0.11
39	370	0.24
39	222	0.84
39	214	0.68
39	793	0.25
39	952	0.57
39	921	0.97
39	442	0.12
39	573	0.14
39	798	0.19
39	181	0.08
40	674	0.48
40	517	0.94
40	966	0.56
40	42	0.19
40	459	0.14
40	125	0.68
40	66	0.25
40	943	0.47
40	409	0.92
40	335	0.46
40	413	0.70
40	773	0.61
41	772	0.44
41	167	0.48
41	777	0.03
41	619	0.07
41	302	0.20
41	923	0.64
41	542	0.93
42	674	0.15
42	517	0.43
42	966	0.42
42	459	0.39
42	125	0.34
42	66	0.07
42	943	0.35
42	409	0.08
42	335	0.59
42	413	0.23
42	773	0.55
43	480	0.79
43	737	0.89
43	70	0.28
43	902	0.90
43	103	0.78
43	587	0.88
43	431	0.97
43	498	0.72
43	438	0.86
43	215	0.34
43	697	0.66
43	186	0.19
43	733	0.78
44	160	0.17
44	673	0.23
44	226	0.84
44	611	0.34
44	586	0.69
44	835	0.37
44	596	0.97
44	436	0.39
44	286	0.48
45	683	0.78
45	133	0.21
45	907	0.99
45	567	0.81
45	347	0.58
45	92	0.94
46	293	0.86
46	296	0.13
46	331	0.08
46	941	0.29
46	399	0.63
46	141	0.65
46	691	0.65
46	980	0.81
46	763	0.69
46	381	0.77
47	965	0.69
47	713	0.74
47	331	0.13
47	882	0.21
47	763	0.58
47	764	0.89
47	293	0.64
48	711	0.33
48	621	0.36
48	528	0.33
48	723	0.17
48	951	0.23
48	600	0.76
48	221	0.23
48	158	0.13
48	863	0.87
49	448	0.55
49	233	0.08
49	490	0.13
49	78	0.22
49	113	0.81
49	595	0.55
49	186	0.40
49	669	0.67
50	804	0.69
50	678	0.65
50	338	0.40
50	77	0.74
50	946	0.45
50	500	0.64
50	885	0.04
50	982	0.37
50	407	0.97
50	283	0.78
50	830	0.76
51	550	0.06
51	360	0.89
51	363	0.24
51	55	0.52
51	889	0.77
51	702	0.64
52	452	0.81
52	390	0.21
52	520	0.16
52	460	0.73
52	780	0.83
52	558	0.69
52	656	0.16
52	279	0.59
52	312	0.71
52	319	0.40
52	317	0.00
52	671	0.58
53	744	0.42
53	652	0.54
53	304	0.77
53	210	0.79
53	756	0.18
53	313	0.15
53	602	0.53
53	731	0.14
53	63	0.68
54	418	0.85
54	548	0.53
54	332	0.71
54	471	0.70
54	196	0.38
54	507	0.31
55	609	0.63
55	547	0.01
55	229	0.01
55	582	0.30
55	363	0.03
55	434	0.33
55	884	0.61
55	986	0.54
55	282	0.17
56	770	0.25
56	420	0.03
56	943	0.64
56	408	0.35
56	409	0.93
56	508	0.50
56	829	0.00
57	324	0.47
57	456	0.07
57	650	0.30
57	908	0.52
57	911	0.34
57	721	0.26
57	348	0.90
57	95	0.67
58	264	0.83
58	972	0.35
58	885	0.18
58	762	0.08
58	540	0.61
58	830	0.63
59	962	0.04
59	163	0.50
59	100	0.17
59	715	0.23
59	930	0.49
59	211	0.19
59	249	0.29
59	377	0.19
59	635	0.71
60	423	0.86
60	200	0.31
60	135	0.64
60	435	0.54
60	149	0.65
60	376	0.40
60	121	0.26
60	891	0.84
61	88	0.98
61	818	0.49
61	300	0.39
61	822	0.11
61	927	0.85
62	577	0.18
62	940	0.97
62	749	0.39
62	853	0.59
62	220	0.41
63	744	0.65
63	652	0.38
63	304	0.17
63	210	0.55
63	756	0.58
63	888	0.90
63	313	0.93
63	602	0.39
63	731	0.66
63	636	0.24
64	388	0.73
64	101	0.95
64	759	0.28
64	727	0.26
64	987	0.67
64	892	0.73
64	253	0.79
64	190	0.90
65	964	0.83
65	327	0.65
65	116	0.17
65	996	0.81
65	511	0.44
66	517	0.88
66	459	0.51
66	335	0.21
66	409	0.77
66	943	0.78
66	773	0.08
67	660	0.02
67	754	0.98
67	732	0.07
67	366	0.03
68	846	0.95
68	208	0.69
68	530	0.90
68	822	0.07
68	953	0.12
68	506	0.43
68	637	0.43
68	478	0.74
69	875	0.31
69	852	0.37
69	597	0.48
69	791	0.06
69	219	0.07
69	607	0.75
70	608	0.77
70	480	0.51
70	902	0.63
70	103	0.12
70	587	0.45
70	498	0.32
70	658	0.89
70	697	0.03
70	988	0.23
70	733	0.17
71	224	0.75
71	193	0.45
71	227	0.46
71	618	0.58
71	499	0.81
71	755	0.62
71	847	0.60
72	320	0.83
72	322	0.24
72	586	0.36
72	717	0.69
72	475	0.86
72	605	0.48
72	286	0.75
73	451	0.61
73	485	0.12
73	582	0.88
73	494	0.11
73	272	0.94
73	977	0.29
73	434	0.74
73	403	0.72
73	281	0.83
73	986	0.69
73	668	0.07
73	421	0.25
74	352	0.46
74	993	0.97
74	237	0.33
74	657	0.66
74	146	0.92
74	85	0.55
74	310	0.88
74	349	0.53
75	736	0.43
75	152	0.33
75	553	0.90
75	779	0.61
75	632	0.94
75	275	0.42
75	246	0.79
75	984	0.05
75	634	0.27
75	378	0.32
76	340	0.33
76	762	0.14
76	972	0.82
76	273	0.63
76	383	0.02
77	338	0.56
77	830	0.63
77	982	0.46
77	283	0.23
77	510	0.42
77	885	0.90
78	448	0.49
78	233	0.26
78	490	0.00
78	113	0.80
78	595	0.32
78	438	0.21
78	186	0.13
78	669	0.93
79	992	0.52
79	704	0.10
79	91	0.86
79	339	0.66
79	489	0.62
79	426	0.01
79	333	0.72
79	371	0.13
79	244	0.38
79	437	0.55
79	571	0.47
79	735	0.04
80	864	0.30
80	737	0.10
80	192	0.04
80	701	0.50
80	320	0.37
80	215	0.72
80	475	0.16
80	733	0.95
81	705	0.32
81	419	0.89
81	157	0.14
81	912	0.38
81	723	0.06
81	181	0.22
81	214	0.21
81	951	0.53
81	952	0.19
81	921	0.28
81	221	0.42
82	288	0.51
82	931	0.93
82	389	0.20
82	871	0.84
82	779	0.14
82	152	0.94
82	594	0.40
82	275	0.27
82	663	0.24
82	632	0.75
83	965	0.21
83	838	0.71
83	842	0.41
83	720	0.58
83	217	0.66
83	441	0.41
83	293	0.77
84	481	0.78
84	194	0.74
84	995	0.03
84	676	0.78
84	934	0.03
84	849	0.35
84	976	0.98
84	689	0.20
84	883	0.34
84	184	0.26
84	189	0.99
85	352	0.72
85	237	0.50
85	781	0.69
85	146	0.97
85	310	0.11
85	185	0.18
85	349	0.66
86	387	0.07
86	230	0.35
86	524	0.03
86	394	0.30
86	428	0.41
86	783	0.88
86	535	0.57
86	985	0.33
86	111	0.96
87	514	0.47
87	967	0.64
87	424	0.56
87	782	0.82
87	565	0.99
87	374	0.58
88	634	0.28
88	300	0.63
88	318	0.97
88	927	0.37
89	776	0.68
89	299	0.51
89	268	0.66
89	781	0.32
89	661	0.60
89	859	0.41
89	415	0.17
90	929	0.49
90	354	0.87
90	233	0.56
90	490	0.80
90	812	0.16
90	112	0.07
90	145	0.62
90	595	0.06
90	342	0.85
90	669	0.29
90	991	0.51
91	832	0.16
91	339	0.17
91	161	0.88
91	681	0.76
91	426	0.21
91	371	0.59
91	150	0.80
91	489	0.72
91	473	0.77
91	571	0.18
91	924	0.30
92	907	0.72
92	997	0.74
92	523	0.24
92	347	0.81
92	285	0.14
93	552	0.84
93	285	0.39
93	400	0.68
93	411	0.76
93	893	0.60
94	241	0.17
94	232	0.54
94	522	0.95
94	685	0.96
94	463	0.84
94	529	0.63
94	789	0.05
94	476	0.76
94	254	0.09
95	324	0.62
95	456	0.60
95	650	0.32
95	911	0.48
95	721	0.78
95	348	0.10
96	512	0.93
96	230	0.20
96	551	0.42
96	183	0.66
96	974	0.54
96	470	0.03
96	535	0.14
96	633	0.12
96	442	0.58
96	155	0.98
96	573	0.96
96	798	0.62
97	609	0.95
97	738	0.64
97	804	0.82
97	710	0.24
97	614	0.83
97	338	0.25
97	403	0.71
97	500	0.32
97	407	0.03
97	229	0.06
98	545	0.05
98	869	0.47
98	266	0.31
98	556	0.11
98	110	0.15
98	115	0.68
98	919	0.09
98	251	0.87
98	700	0.63
98	158	0.34
98	863	0.47
99	998	0.52
99	646	0.72
99	649	0.09
99	108	0.06
99	818	0.10
99	659	0.61
99	277	0.01
100	930	0.71
100	419	0.22
100	163	0.64
100	211	0.36
100	715	0.09
100	723	0.45
100	951	0.60
100	922	0.69
100	635	0.38
100	863	0.31
101	772	0.34
101	167	0.57
101	845	0.82
101	759	0.70
101	388	0.12
101	987	0.76
101	892	0.50
101	542	0.20
102	545	0.86
102	869	0.39
102	231	0.13
102	778	0.23
102	140	0.52
102	919	0.52
102	377	0.85
102	251	0.71
102	700	0.58
102	266	0.58
103	480	0.63
103	902	0.75
103	587	0.31
103	431	0.74
103	498	0.53
103	697	0.73
103	988	0.14
103	733	0.42
104	324	0.40
104	805	0.75
104	650	0.40
104	692	0.31
104	983	0.12
104	248	0.86
104	698	0.10
104	926	0.58
105	641	0.63
105	291	0.69
105	933	0.88
105	454	0.18
105	422	0.36
105	905	0.26
105	816	0.62
105	914	0.33
105	727	0.51
105	664	0.53
105	474	0.96
105	892	0.99
105	253	0.15
106	897	0.69
106	667	0.57
106	166	0.14
106	615	0.76
106	138	0.17
106	429	0.17
106	118	0.52
106	379	0.80
106	124	0.72
107	336	0.29
107	578	0.41
107	643	0.98
107	997	0.50
107	487	0.63
107	651	0.00
107	834	0.89
107	493	0.14
107	560	0.97
107	695	0.05
107	175	0.64
108	998	0.20
108	649	0.12
108	659	0.07
108	375	0.93
108	792	0.91
108	287	0.02
109	768	0.59
109	325	0.81
109	433	0.60
109	968	0.14
109	361	0.16
109	880	0.39
109	712	0.15
109	788	0.67
109	981	0.80
109	444	0.31
109	477	0.20
110	865	0.26
110	219	0.96
110	545	0.39
110	919	0.86
110	556	0.76
110	115	0.83
110	852	0.01
110	597	0.92
110	694	0.91
110	791	0.14
110	251	0.24
110	700	0.77
110	158	0.72
111	387	0.23
111	230	0.28
111	551	0.70
111	428	0.47
111	524	0.38
111	783	0.29
111	470	0.55
111	535	0.26
111	985	0.46
111	442	0.38
111	155	0.33
112	929	0.08
112	450	0.10
112	171	0.62
112	519	0.38
112	145	0.70
112	233	0.75
112	354	0.89
112	812	0.47
112	909	0.98
112	430	0.79
112	209	0.55
112	402	0.47
112	595	0.53
112	631	0.19
112	734	0.95
112	991	0.38
113	448	0.25
113	322	0.11
113	775	0.10
113	808	0.26
113	490	0.68
113	957	0.42
113	595	0.88
113	342	0.90
113	669	0.91
114	483	0.72
114	932	0.18
114	585	0.05
114	269	0.68
114	623	0.98
114	817	0.79
114	533	0.78
114	793	0.88
114	831	0.27
115	865	0.12
115	219	0.15
115	545	0.85
115	140	0.96
115	919	0.73
115	556	0.64
115	852	0.90
115	597	0.56
115	694	0.52
115	791	0.32
115	251	0.28
115	700	0.24
116	327	0.05
116	679	0.33
116	337	0.08
116	564	0.65
116	345	0.18
117	613	0.85
117	648	0.00
117	554	0.44
117	398	0.62
117	239	0.90
117	752	0.95
117	725	0.70
117	918	0.86
117	120	0.22
117	282	0.19
117	234	0.78
118	385	0.55
118	260	0.05
118	166	0.16
118	897	0.50
118	425	0.77
118	810	0.22
118	304	0.87
118	124	0.82
118	138	0.93
118	670	0.18
119	976	0.15
119	688	0.31
119	223	0.42
120	707	0.60
120	613	0.48
120	398	0.66
120	725	0.37
120	287	0.94
120	318	0.68
120	927	0.30
121	123	0.78
121	423	0.04
121	200	0.37
121	395	0.30
121	435	0.42
121	149	0.17
121	376	0.52
121	891	0.73
121	135	0.40
122	593	0.46
122	588	0.84
122	815	0.36
123	384	0.86
123	263	0.98
123	308	0.52
123	376	0.67
124	385	0.71
124	166	0.54
124	897	0.14
124	425	0.57
124	138	0.08
124	615	0.40
124	304	0.45
124	670	0.09
125	674	0.90
125	773	0.31
125	966	0.31
125	295	0.32
125	459	0.88
125	590	0.64
125	943	0.90
125	531	0.74
125	335	0.02
125	252	0.80
126	624	0.82
126	386	0.91
126	245	0.00
126	417	0.76
126	168	0.48
126	686	0.49
126	688	0.60
126	718	0.46
126	223	0.08
126	989	0.44
126	799	0.77
127	960	0.75
127	640	0.96
127	198	0.30
127	742	0.51
127	906	0.03
127	971	0.71
127	332	0.95
127	467	0.01
127	916	0.91
127	447	0.58
128	935	0.62
128	786	0.79
128	917	0.52
128	154	0.42
128	794	0.47
128	509	0.05
128	895	0.17
129	912	0.40
129	705	0.87
129	301	0.78
129	214	0.28
129	269	0.23
130	966	0.57
130	295	0.85
130	335	0.51
130	531	0.50
130	943	0.10
130	829	0.61
130	574	0.28
131	645	0.48
131	267	0.71
131	305	0.90
131	212	0.72
131	983	0.70
131	248	0.68
131	698	0.67
131	862	0.54
131	805	0.52
132	640	0.29
132	682	0.49
132	971	0.85
132	467	0.16
132	787	0.84
132	728	0.82
132	284	0.44
132	447	0.92
133	420	0.65
133	904	0.01
133	329	0.99
133	683	0.34
133	206	0.95
133	567	0.26
133	761	0.22
133	315	0.57
133	893	0.97
133	766	0.35
134	739	0.36
134	581	0.11
134	325	0.92
134	433	0.25
134	815	0.11
134	561	0.43
134	213	0.44
134	216	0.73
134	569	0.23
134	255	0.12
134	351	0.72
135	416	0.92
135	262	0.71
135	423	0.87
135	854	0.77
135	376	0.67
135	891	0.39
136	833	0.15
136	706	0.07
136	309	0.16
136	479	0.82
137	840	0.10
137	763	0.43
137	414	0.27
137	455	0.18
137	599	0.19
138	897	0.61
138	290	0.28
138	667	0.64
138	615	0.64
138	429	0.28
138	379	0.84
139	295	0.62
139	935	0.86
139	590	0.21
139	531	0.05
139	307	0.81
139	148	0.30
139	252	0.13
140	545	0.16
140	869	0.02
140	231	0.73
140	778	0.36
140	919	0.68
140	377	0.90
140	251	0.36
140	700	0.96
140	266	0.23
141	356	0.60
141	709	0.09
141	647	0.46
141	296	0.39
141	236	0.85
141	941	0.43
141	691	0.49
141	980	0.39
141	182	0.01
141	381	0.31
142	457	0.72
142	236	0.85
142	709	0.21
143	936	0.91
143	492	0.49
143	188	0.11
143	868	0.13
143	199	0.45
144	417	0.44
144	386	0.89
144	168	0.96
144	258	0.08
144	365	0.60
144	881	0.21
144	245	0.75
144	823	0.58
144	601	0.72
145	929	0.69
145	354	0.53
145	519	0.05
145	233	0.45
145	812	0.84
145	430	0.25
145	334	0.72
145	631	0.18
145	991	0.89
146	352	0.30
146	807	0.79
146	776	0.40
146	781	0.95
146	237	0.78
146	310	0.45
146	185	0.65
146	349	0.77
147	520	0.25
147	460	0.99
147	410	0.36
147	780	0.49
147	319	0.20
148	935	0.62
148	264	0.01
148	531	0.11
148	307	0.62
148	917	0.71
149	423	0.19
149	200	0.09
149	395	0.82
149	654	0.59
149	784	0.00
149	435	0.70
149	180	0.80
149	878	0.88
149	472	0.16
150	832	0.85
150	321	0.60
150	681	0.34
150	758	0.02
150	265	0.81
150	344	0.59
150	473	0.71
150	924	0.99
151	521	0.23
151	954	0.65
151	314	0.17
151	174	0.00
151	369	0.62
152	288	0.16
152	871	0.10
152	553	0.33
152	594	0.56
152	275	0.62
152	246	0.82
152	632	0.44
153	672	0.03
153	777	0.01
153	716	0.91
153	845	0.14
153	302	0.32
153	693	0.05
153	159	0.78
153	542	0.97
153	501	0.89
154	678	0.11
154	622	0.82
154	946	0.29
154	563	0.43
154	500	0.58
154	794	0.95
154	509	0.66
154	895	0.24
155	512	0.04
155	230	0.97
155	551	0.92
155	974	0.69
155	627	0.80
155	470	0.39
155	535	0.44
156	802	0.30
156	484	0.16
156	903	0.58
156	714	0.16
156	171	0.30
156	205	0.28
156	430	0.62
156	402	0.30
156	292	0.30
156	334	0.09
156	631	0.01
156	708	0.23
157	800	0.60
157	705	0.71
157	633	0.32
157	951	0.65
157	621	0.43
157	221	0.66
157	912	0.03
157	370	0.61
157	181	0.78
157	214	0.59
157	921	0.62
157	952	0.59
157	985	0.81
157	442	0.08
157	183	0.87
157	573	0.83
157	222	0.70
158	711	0.66
158	528	0.07
158	600	0.90
158	251	1.00
158	863	0.84
159	672	0.92
159	716	0.99
159	845	0.35
159	208	0.33
159	530	0.15
159	501	0.18
159	630	0.60
159	506	0.65
160	673	0.81
160	226	0.02
160	835	0.22
160	225	0.11
160	872	0.43
160	591	0.44
160	611	0.20
160	596	0.11
160	436	0.10
161	576	0.19
161	681	0.32
161	462	0.65
161	473	0.50
161	924	0.02
161	350	0.73
162	352	0.59
162	807	0.68
162	781	0.66
162	173	0.15
162	185	0.65
162	380	0.21
162	191	0.27
163	930	0.06
163	715	0.56
163	211	0.71
163	249	0.25
163	377	0.27
163	635	0.04
164	392	0.19
164	786	0.37
164	523	0.88
165	882	0.70
165	764	0.48
166	897	0.63
166	260	0.30
166	385	0.06
166	425	0.76
166	810	0.62
166	654	0.57
166	304	0.69
166	887	0.17
166	472	0.97
166	670	0.97
167	772	0.77
167	777	0.06
167	619	0.22
167	302	0.20
167	923	0.88
167	542	0.92
168	417	0.40
168	386	0.27
168	258	0.11
168	686	0.43
168	881	0.59
168	245	0.36
168	989	0.88
168	799	0.34
169	794	0.72
170	257	0.31
170	803	0.89
170	198	0.84
170	742	0.99
170	361	0.01
170	906	0.95
170	724	0.63
170	981	0.64
170	284	0.47
170	444	0.64
170	925	0.71
171	802	0.84
171	708	0.53
171	519	0.93
171	714	0.98
171	909	0.18
171	430	0.83
171	205	0.57
171	240	0.97
171	402	0.21
171	334	0.86
171	631	0.42
171	292	0.70
171	734	0.41
172	716	0.65
172	396	0.12
172	845	0.26
172	825	0.85
172	506	0.83
172	190	0.06
173	380	0.53
173	271	0.23
174	970	0.21
174	369	0.06
174	824	0.51
174	217	0.46
174	842	0.56
175	578	0.68
175	643	0.89
175	997	0.47
175	487	0.20
175	651	0.17
175	834	0.98
175	493	0.96
176	515	0.01
176	513	0.24
176	306	1.00
176	915	0.37
176	252	0.79
177	873	0.91
177	525	0.36
177	910	0.93
177	913	0.82
177	596	0.49
177	297	0.23
177	537	0.14
177	827	0.43
177	990	0.82
178	736	1.00
178	801	0.20
178	518	0.08
178	359	0.56
178	745	0.67
178	300	0.13
178	984	0.30
178	378	0.35
178	894	0.29
179	514	0.89
179	364	0.41
179	461	0.02
179	272	0.74
179	565	0.73
179	281	0.34
179	570	0.28
179	955	0.72
179	250	0.30
180	385	0.59
180	260	0.35
180	200	0.39
180	425	0.74
180	395	0.31
180	654	0.68
180	435	0.42
180	878	0.24
180	887	0.55
180	472	0.05
180	670	0.17
181	800	0.16
181	705	0.09
181	633	0.94
181	428	0.38
181	535	0.50
181	793	0.40
181	912	0.27
181	370	0.04
181	222	0.19
181	214	0.75
181	921	0.56
181	952	0.89
181	985	0.84
181	442	1.00
181	183	0.31
181	573	0.46
181	798	0.12
182	356	0.22
182	709	0.17
182	647	0.04
182	296	0.60
182	457	0.53
182	980	0.78
182	796	0.89
182	381	0.08
183	800	0.79
183	512	0.33
183	932	0.69
183	230	0.23
183	633	0.06
183	535	0.08
183	793	0.59
183	974	0.45
183	370	0.28
183	222	0.14
183	921	0.44
183	952	0.88
183	985	0.00
183	442	0.62
183	573	0.08
183	798	0.48
184	769	0.92
184	995	0.46
184	453	0.06
184	486	0.21
184	689	0.23
184	491	0.65
184	204	0.97
184	559	0.80
184	849	0.43
184	979	0.30
184	468	0.53
184	760	0.22
184	604	0.70
184	189	0.65
185	352	0.82
185	807	0.22
185	776	0.08
185	237	0.58
185	781	0.31
186	480	0.59
186	448	0.86
186	431	0.00
186	438	0.89
186	697	0.50
187	271	0.72
187	268	0.53
187	195	0.13
187	703	0.68
188	999	0.85
188	936	0.39
188	393	0.18
188	298	0.64
188	199	0.79
188	492	0.61
188	201	0.79
189	194	0.17
189	995	0.18
189	453	0.83
189	849	0.50
189	883	0.13
189	468	0.27
190	675	0.87
190	743	0.44
190	855	0.87
190	311	0.90
190	825	0.06
191	352	0.62
191	380	0.20
191	807	0.54
192	864	0.03
192	961	0.09
192	320	0.18
192	412	0.24
192	701	0.92
193	224	0.63
193	483	0.15
193	618	0.82
193	847	0.29
193	499	0.26
193	533	0.02
193	831	0.88
194	468	0.91
194	883	0.72
194	820	0.23
195	898	0.49
195	549	0.16
195	623	0.14
195	755	0.44
195	271	0.47
195	703	0.09
196	548	0.95
196	332	0.01
196	589	0.34
196	471	0.29
196	507	0.45
197	993	0.35
197	349	0.99
197	726	0.57
197	401	0.99
198	960	0.42
198	803	0.09
198	742	0.18
198	968	0.71
198	361	0.83
198	906	0.38
198	916	0.13
198	981	0.69
198	788	0.72
198	444	0.22
198	925	0.44
199	499	0.28
199	868	0.80
199	502	0.97
200	260	1.00
200	423	0.86
200	395	0.69
200	654	0.12
200	784	0.09
200	435	0.35
200	878	0.42
200	472	0.19
201	393	0.16
201	492	0.82
201	550	0.34
201	999	0.02
202	771	0.12
202	757	0.16
202	341	0.60
202	517	0.46
203	937	0.68
203	747	0.45
203	443	0.60
203	397	0.42
204	769	0.02
204	453	0.10
204	486	0.85
204	491	0.88
204	559	0.47
204	849	0.72
204	979	0.83
204	503	0.55
204	760	0.16
204	505	0.19
204	604	0.57
205	802	0.40
205	708	0.48
205	903	0.09
205	714	0.68
205	519	0.34
205	430	0.12
205	402	0.16
205	334	0.85
205	631	0.19
205	292	0.46
205	734	0.43
206	994	0.12
206	904	0.52
206	329	0.07
206	276	0.83
206	958	0.48
206	567	0.92
206	761	0.82
206	315	0.81
206	766	0.34
207	508	0.80
207	994	0.63
207	876	0.80
207	874	0.49
208	672	0.30
208	546	0.11
208	716	0.75
208	846	0.87
208	530	0.45
208	506	0.23
208	637	0.25
208	478	0.92
209	450	0.86
209	519	0.11
209	843	0.59
209	909	0.15
209	687	0.18
209	402	0.25
209	734	0.64
210	304	0.28
210	901	0.63
210	744	0.31
210	810	0.31
210	784	0.67
210	756	0.46
210	888	0.85
210	313	0.35
210	602	0.06
210	731	0.68
210	636	0.19
210	670	0.21
211	962	0.09
211	715	0.25
211	930	0.22
211	249	0.17
211	377	0.09
211	635	0.57
212	962	0.95
212	645	0.68
212	844	0.01
212	305	0.75
212	469	0.36
212	698	0.42
212	926	0.71
213	739	0.34
213	325	0.70
213	561	0.45
213	843	0.52
213	240	0.17
213	465	0.17
213	433	0.36
213	216	0.85
213	569	0.34
213	255	0.88
214	800	0.78
214	705	0.20
